"		瘤痢锅龋",瘤痢疙,老矫,乞闭扁柯(∩),弥绊扁柯(∩),"	弥绊扁柯矫阿",弥历扁柯(∩),弥历扁柯矫阿老背瞒,
"		143",措备,2020-08-11,27.6,33.2,13:28,24.3,2:18,8.9
"		143",措备,2020-08-12,28.7,33.7,14:55,24.7,5:38,9
"		143",措备,2020-08-13,30.3,35.4,16:04,25.8,5:30,9.6
"		143",措备,2020-08-14,31.2,35.6,15:31,25.6,5:43,10
"		143",措备,2020-08-15,31.4,36.1,14:14,27.1,5:43,9
"		143",措备,2020-08-16,30.4,35.9,14:59,25.9,6:08,10
"		143",措备,2020-08-17,29.6,34.2,16:02,25.3,6:05,8.9
"		143",措备,2020-08-18,30,35.9,16:03,24.8,4:59,11.1
"		143",措备,2020-08-19,30.5,36,13:55,24.8,5:31,11.2
"		143",措备,2020-08-20,29.6,36.3,15:26,24.4,5:57,11.9
"		143",措备,2020-08-21,27.2,33.8,16:05,23.8,5:15,10
"		143",措备,2020-08-22,26.9,31.2,14:16,23.8,3:53,7.4
"		143",措备,2020-08-23,28.2,33.5,14:13,24,2:53,9.5
"		143",措备,2020-08-24,28.5,33.9,12:52,23.6,6:09,10.3
"		143",措备,2020-08-25,29.9,36.3,14:21,23.7,5:41,12.6
"		143",措备,2020-08-26,29.4,33.5,13:04,27,2:19,6.5
"		143",措备,2020-08-27,28.4,33.3,14:42,25.7,7:08,7.6
"		143",措备,2020-08-28,28.8,32.9,12:11,26,5:54,6.9
"		143",措备,2020-08-29,29.8,33.9,14:43,26.3,5:13,7.6
"		143",措备,2020-08-30,28.6,34.9,14:30,25,18:40,9.9
"		143",措备,2020-08-31,25.4,27.4,14:25,23.8,22:09,3.6
"		143",措备,2020-09-01,25.6,29.4,14:04,22.9,1:36,6.5
"		143",措备,2020-09-02,26.1,28.3,14:21,23.9,9:21,4.4
"		143",措备,2020-09-03,27,30.8,15:26,23.8,5:45,7
"		143",措备,2020-09-04,24.1,30.4,14:07,18.3,5:59,12.1
"		143",措备,2020-09-05,19.9,23.1,12:15,17.3,20:22,5.8
"		143",措备,2020-09-06,19.5,20.7,16:33,17.6,0:21,3.1
"		143",措备,2020-09-07,23.4,25.6,8:49,18.8,0:01,6.8
"		143",措备,2020-09-08,25.4,30.3,15:43,22.1,4:15,8.2
"		143",措备,2020-09-09,23.9,28.1,16:24,21.1,2:46,7
"		143",措备,2020-09-10,23.3,28.1,15:18,19.3,5:38,8.8
"		143",措备,2020-09-11,21.7,26.5,14:32,18.8,23:46,7.7
"		143",措备,2020-09-12,19.9,21.9,15:38,18.3,6:24,3.6
"		143",措备,2020-09-13,20.9,26,13:54,18.1,5:59,7.9
"		143",措备,2020-09-14,22.5,28.6,14:36,18,4:10,10.6
"		143",措备,2020-09-15,22.9,28.9,14:30,18.3,3:58,10.6
"		143",措备,2020-09-16,21.7,23.7,16:24,19.8,6:23,3.9
"		143",措备,2020-09-17,21.5,25,14:44,18.3,23:59,6.7
"		143",措备,2020-09-18,20.5,25.6,15:17,16,23:41,9.6
"		143",措备,2020-09-19,20.5,27.4,16:08,12.7,6:12,14.7
"		143",措备,2020-09-20,19.7,26.3,15:11,13.6,6:09,12.7
"		143",措备,2020-09-21,18,24.4,15:30,12,6:14,12.4
"		143",措备,2020-09-22,17.5,22.9,14:59,14.2,4:12,8.7
"		143",措备,2020-09-23,18.7,22.9,12:16,14.3,4:40,8.6
"		143",措备,2020-09-24,19.6,23.9,12:12,16.1,24:00:00,7.8
"		143",措备,2020-09-25,19.7,25.6,15:13,14.8,4:55,10.8
"		143",措备,2020-09-26,19.4,25,12:59,14.6,5:30,10.4
"		143",措备,2020-09-27,18.8,24.3,14:34,14.8,24:00:00,9.5
"		143",措备,2020-09-28,17.6,24.1,13:54,11.7,5:51,12.4
"		143",措备,2020-09-29,18.3,26.1,14:43,11.8,6:31,14.3
"		143",措备,2020-09-30,18.6,25,15:04,13.1,6:22,11.9
"		143",措备,2020-10-01,18.4,24.9,14:39,12.8,5:12,12.1
"		143",措备,2020-10-02,20.7,26.6,14:04,14.4,6:29,12.2
"		143",措备,2020-10-03,21.5,27.3,16:09,17.6,6:30,9.7
"		143",措备,2020-10-04,20.3,23.1,14:22,17,23:52,6.1
"		143",措备,2020-10-05,15.8,20.1,14:32,11,6:36,9.1
"		143",措备,2020-10-06,16.2,22.4,15:00,9.5,6:20,12.9
"		143",措备,2020-10-07,17.1,22.1,13:22,12.3,6:24,9.8
"		143",措备,2020-10-08,18.3,21.3,12:16,15.6,4:57,5.7
"		143",措备,2020-10-09,18.6,21.5,12:13,16.5,6:22,5
"		143",措备,2020-10-10,18.1,23.7,14:49,14.6,23:52,9.1
"		143",措备,2020-10-11,16.5,21.5,14:21,12.1,3:16,9.4
"		143",措备,2020-10-12,17.5,23.5,15:13,12.4,2:52,11.1
"		143",措备,2020-10-13,16,21.8,14:10,11.2,24:00:00,10.6
"		143",措备,2020-10-14,13.7,21.4,13:44,7.9,5:17,13.5
"		143",措备,2020-10-15,14.5,21.1,14:33,7.6,6:28,13.5
"		143",措备,2020-10-16,13.4,17,15:45,8.7,6:25,8.3
"		143",措备,2020-10-17,14.5,21,14:36,8.3,6:44,12.7
"		143",措备,2020-10-18,14.1,21.8,14:29,7.8,6:31,14
"		143",措备,2020-10-19,14.2,22.4,16:10,7.1,6:51,15.3
"		143",措备,2020-10-20,14.7,22.9,14:59,8.1,6:16,14.8
"		143",措备,2020-10-21,13.7,18.3,13:09,9.2,6:02,9.1
"		143",措备,2020-10-22,15,18.9,13:42,11.9,23:59,7
"		143",措备,2020-10-23,11.7,16.7,15:35,8.3,5:45,8.4
"		143",措备,2020-10-24,11.3,16.7,14:36,5.8,5:47,10.9
"		143",措备,2020-10-25,14,20.8,14:24,6.4,5:23,14.4
"		143",措备,2020-10-26,13.4,21.6,14:53,6.2,6:46,15.4
"		143",措备,2020-10-27,13.4,21.6,15:49,6.1,6:21,15.5
"		143",措备,2020-10-28,16.1,21.3,14:33,11.4,0:37,9.9
"		143",措备,2020-10-29,12,19.2,14:37,5.3,6:53,13.9
"		143",措备,2020-10-30,11.7,18.7,13:16,5.4,6:16,13.3
"		143",措备,2020-10-31,11.4,18.1,15:15,5.4,6:44,12.7
"		143",措备,2020-11-01,12.1,13.6,15:59,9.6,0:24,4
"		143",措备,2020-11-02,13,18.2,13:24,6.9,23:44,11.3
"		143",措备,2020-11-03,7.5,11.4,14:17,4.3,2:53,7.1
"		143",措备,2020-11-04,6.7,12.7,14:58,2.2,6:29,10.5
"		143",措备,2020-11-05,8.7,16.9,16:15,-0.8,6:57,17.7
"		143",措备,2020-11-06,12.1,14.6,15:12,9.2,3:59,5.4
"		143",措备,2020-11-07,14.4,22.3,15:17,7.3,5:55,15
"		143",措备,2020-11-08,11.2,17.8,11:38,6.3,6:48,11.5
"		143",措备,2020-11-09,8.2,12.8,14:28,4.1,6:51,8.7
"		143",措备,2020-11-10,9.4,15.1,15:31,3.8,7:01,11.3
"		143",措备,2020-11-11,8.2,16.5,15:20,1.1,6:52,15.4
"		143",措备,2020-11-12,9.4,18.8,15:46,1.7,6:25,17.1
"		143",措备,2020-11-13,10.9,19.7,15:21,3.1,6:36,16.6
"		143",措备,2020-11-14,11.3,19,13:54,4.1,6:40,14.9
"		143",措备,2020-11-15,10.9,18.9,15:08,4.9,6:41,14
"		143",措备,2020-11-16,12.3,20.3,14:16,5,6:40,15.3
"		143",措备,2020-11-17,14.7,20.4,13:00,9.1,3:13,11.3
"		143",措备,2020-11-18,18.9,23.4,13:20,12.8,6:03,10.6
"		143",措备,2020-11-19,19.4,25.3,13:58,12.8,23:51,12.5
"		143",措备,2020-11-20,9.4,12.9,0:02,5.2,23:53,7.7
"		143",措备,2020-11-21,7.1,11.9,15:32,1.4,6:45,10.5
"		143",措备,2020-11-22,9.2,11.9,13:54,7.5,23:55,4.4
"		143",措备,2020-11-23,5.9,10.5,13:55,2.7,7:18,7.8
"		143",措备,2020-11-24,5.6,12.9,15:22,0.9,3:56,12
"		143",措备,2020-11-25,7.2,12.6,13:45,0.9,7:26,11.7
"		143",措备,2020-11-26,8.8,13.3,16:14,4.9,0:27,8.4
"		143",措备,2020-11-27,8.2,11.9,13:57,3.8,23:59,8.1
"		143",措备,2020-11-28,3.6,7.6,15:12,1.4,5:57,6.2
"		143",措备,2020-11-29,3.8,8.2,13:31,-0.8,6:00,9
"		143",措备,2020-11-30,3.8,8.2,15:27,0.8,5:07,7.4
"		143",措备,2020-12-01,3,9.8,14:46,-3.1,7:02,12.9
"		143",措备,2020-12-02,4.1,10.3,15:05,-1.9,7:13,12.2
"		143",措备,2020-12-03,4.6,8.7,14:36,1.8,23:54,6.9
"		143",措备,2020-12-04,2.7,7.6,15:03,-2.5,6:31,10.1
"		143",措备,2020-12-05,3.3,8.4,13:01,-1.5,6:17,9.9
"		143",措备,2020-12-06,4.1,10.5,15:33,-1.3,6:27,11.8
"		143",措备,2020-12-07,4.5,11.3,12:57,-1.8,7:14,13.1
"		143",措备,2020-12-08,2.5,6.8,14:56,-1.4,23:41,8.2
"		143",措备,2020-12-09,1.9,9.7,15:07,-4.9,6:58,14.6
"		143",措备,2020-12-10,5.9,12.2,14:54,1.4,1:17,10.8
"		143",措备,2020-12-11,6.8,11.4,13:11,2,4:40,9.4
"		143",措备,2020-12-12,5.8,9.4,14:27,0.8,23:55,8.6
"		143",措备,2020-12-13,2.5,10.5,14:46,-1.9,7:37,12.4
"		143",措备,2020-12-14,-3.2,-0.5,14:07,-5.6,23:51,5.1
"		143",措备,2020-12-15,-4.4,-0.4,15:32,-7.4,7:17,7
"		143",措备,2020-12-16,-3.6,-0.2,15:08,-5.8,5:10,5.6
"		143",措备,2020-12-17,-1.9,2.4,15:18,-5.7,2:55,8.1
"		143",措备,2020-12-18,0.5,7.2,13:44,-4.9,2:47,12.1
"		143",措备,2020-12-19,-1.4,2.5,14:26,-4.3,8:41,6.8
"		143",措备,2020-12-20,-0.2,4.5,15:02,-4.7,3:04,9.2
"		143",措备,2020-12-21,0.5,5.9,14:43,-4.5,6:15,10.4
"		143",措备,2020-12-22,1.8,8.9,14:12,-4.4,7:37,13.3
"		143",措备,2020-12-23,2,8.7,15:46,-3.6,7:12,12.3
"		143",措备,2020-12-24,4.5,11.1,13:58,-0.5,2:17,11.6
"		143",措备,2020-12-25,1.4,5.4,13:53,-2.9,23:58,8.3
"		143",措备,2020-12-26,1.7,9.1,13:59,-4.6,5:23,13.7
"		143",措备,2020-12-27,2.4,6.8,14:44,-2.1,7:12,8.9
"		143",措备,2020-12-28,3.8,12.6,15:34,0.4,7:12,12.2
"		143",措备,2020-12-29,3.2,11.9,13:57,-1.6,6:28,13.5
"		143",措备,2020-12-30,-5.6,0.9,0:19,-8.6,23:47,9.5
"		143",措备,2020-12-31,-5.1,-0.6,15:07,-10.3,6:46,9.7
"		143",措备,2021-01-01,-1.8,2.6,14:18,-5.7,7:55,8.3
